date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:40:38	18352/18352	---M--	200	added ('OK')	text/css	etag:%2247b0-6155b146c045b%22	http://markdionniebulingit.test/wp-content/uploads/elementor/css/global.css?ver=1712330789	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/elementor/css/global4622.css	(from http://markdionniebulingit.test/)
03:40:38	87063/87063	---M--	200	added ('OK')	text/css	etag:%2215417-6155e5b769229%22	http://markdionniebulingit.test/wp-content/uploads/elementor/css/post-7.css?ver=1712344865	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/elementor/css/post-73c7a.css	(from http://markdionniebulingit.test/)
03:40:39	15073/15073	---M--	200	added ('OK')	application/javascript	etag:%223ae1-61508244529fd%22	http://markdionniebulingit.test/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.20.3	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mince8e.js	(from http://markdionniebulingit.test/)
03:40:39	3751/3751	---MC-	200	added ('OK')	text/css	date:Fri,%2005%20Apr%202024%2019:40:38%20GMT	https://fonts.googleapis.com/css?family=Poppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=swap&ver=6.5	C:/My%20Web%20Sites/markdionniebulingit/fonts.googleapis.com/css2079.css	(from http://markdionniebulingit.test/)
03:40:40	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Apr%202024%2019:40:39%20GMT	https://fonts.gstatic.com/	C:/My%20Web%20Sites/markdionniebulingit/fonts.gstatic.com/index.html	(from http://markdionniebulingit.test/)
03:40:40	246654/246654	---MC-	200	added ('OK')	application/json	date:Fri,%2005%20Apr%202024%2019:40:40%20GMT	http://markdionniebulingit.test/wp-json/	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-json/index.html	(from http://markdionniebulingit.test/)
03:40:41	853/853	---M--	200	added ('OK')	text/xml	date:Fri,%2005%20Apr%202024%2019:40:40%20GMT	http://markdionniebulingit.test/xmlrpc.php?rsd	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/xmlrpc0db0.php	(from http://markdionniebulingit.test/)
03:40:41	185341/185341	---MC-	200	added ('OK')	application/json	date:Fri,%2005%20Apr%202024%2019:40:39%20GMT	http://markdionniebulingit.test/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-json/wp/v2/pages/7.json	(from http://markdionniebulingit.test/)
03:40:42	2548/2548	---M--	200	added ('OK')	application/json	date:Fri,%2005%20Apr%202024%2019:40:41%20GMT	http://markdionniebulingit.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmarkdionniebulingit.test%2F	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-json/oembed/1.0/embed7ae3.json	(from http://markdionniebulingit.test/)
03:40:42	2758/2758	---M--	200	added ('OK')	text/xml	date:Fri,%2005%20Apr%202024%2019:40:42%20GMT	http://markdionniebulingit.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmarkdionniebulingit.test%2F&format=xml	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-json/oembed/1.0/embedcc9d	(from http://markdionniebulingit.test/)
03:40:42	22919/22919	---M--	200	added ('OK')	image/png	etag:%225987-61544d6dcbc82%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/mark-dionnie-bulingit-150x150.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/mark-dionnie-bulingit-150x150.png	(from http://markdionniebulingit.test/)
03:40:42	76204/76204	---M--	200	added ('OK')	image/png	etag:%22129ac-61544d6dc724a%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/mark-dionnie-bulingit-300x300.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/mark-dionnie-bulingit-300x300.png	(from http://markdionniebulingit.test/)
03:40:43	9921/9921	---M--	200	added ('OK')	text/css	etag:%2226c1-6150824421c7e%22	http://markdionniebulingit.test/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from http://markdionniebulingit.test/)
03:40:43	299650/299650	---M--	200	added ('OK')	application/pdf	etag:%2249282-6155e83655743%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/Mark-Dionnie-Bulingit-Wordpress-Developer-Resume.pdf	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/Mark-Dionnie-Bulingit-Wordpress-Developer-Resume.pdf	(from http://markdionniebulingit.test/)
03:40:43	20148/20148	---M--	200	added ('OK')	text/css	etag:%224eb4-615083626e2ed%22	http://markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/css/widget-loop-builder.min.css	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/css/widget-loop-builder.min.css	(from http://markdionniebulingit.test/)
03:40:43	50765/50765	---M--	200	added ('OK')	image/jpeg	etag:%22c64d-61544d73e84df%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/a1loanhub-loan-application-website.jpg	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/a1loanhub-loan-application-website.jpg	(from http://markdionniebulingit.test/)
03:40:44	88351/88351	---M--	200	added ('OK')	image/jpeg	etag:%221591f-61544d6cb7e76%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/handlebar-manila-restaurant-website.jpg	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/handlebar-manila-restaurant-website.jpg	(from http://markdionniebulingit.test/)
03:40:45	52239/52239	---M--	200	added ('OK')	image/png	etag:%22cc0f-61544d6f296e3%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/national-care-centre-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/national-care-centre-website.png	(from http://markdionniebulingit.test/)
03:40:45	178141/178141	---M--	200	added ('OK')	image/png	etag:%222b7dd-61544d71e13ca%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/shawarma-house-ph-franchise-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/shawarma-house-ph-franchise-website.png	(from http://markdionniebulingit.test/)
03:40:47	102612/102612	---M--	200	added ('OK')	image/png	etag:%22190d4-61544d73437c2%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/trade-global-distribution-ecommerce-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/trade-global-distribution-ecommerce-website.png	(from http://markdionniebulingit.test/)
03:40:47	52754/52754	---M--	200	added ('OK')	image/jpeg	etag:%22ce12-61544d6c22e83%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/ezy-workforce-and-education-program-study-in-australia-website.jpg	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/ezy-workforce-and-education-program-study-in-australia-website.jpg	(from http://markdionniebulingit.test/)
03:40:48	160646/160646	---M--	200	added ('OK')	image/png	etag:%2227386-61544d68f20af%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/dynaquest-it-and-blockchain-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/dynaquest-it-and-blockchain-website.png	(from http://markdionniebulingit.test/)
03:40:48	32604/32604	---M--	200	added ('OK')	image/png	etag:%227f5c-61544d669b54c%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/cloupas-ecommerce-clothing-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/cloupas-ecommerce-clothing-website.png	(from http://markdionniebulingit.test/)
03:40:49	22995/22995	---M--	200	added ('OK')	image/png	etag:%2259d3-61544d685932d%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/dionniebee-jollibee-clone-app-made-in-flutter.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/dionniebee-jollibee-clone-app-made-in-flutter.png	(from http://markdionniebulingit.test/)
03:40:49	776/776	---M--	200	added ('OK')	image/webp	etag:%22308-61544d6afcb66%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/ezy-outsourcinghub-company-logo.webp	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/ezy-outsourcinghub-company-logo.webp	(from http://markdionniebulingit.test/)
03:40:49	101004/101004	---M--	200	added ('OK')	image/png	etag:%2218a8c-61544d6a58a6a%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/evolved-roofing-roofing-services-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/evolved-roofing-roofing-services-website.png	(from http://markdionniebulingit.test/)
03:40:49	1344/1344	---M--	200	added ('OK')	image/webp	etag:%22540-61544d65988ad%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/aktus-company-logo.webp	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/aktus-company-logo.webp	(from http://markdionniebulingit.test/)
03:40:49	126686/126686	---M--	200	added ('OK')	image/png	etag:%221eede-61544d6b7be8f%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/ezy-outsourcing-hub-onshore-and-offshore-outsourcing-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/ezy-outsourcing-hub-onshore-and-offshore-outsourcing-website.png	(from http://markdionniebulingit.test/)
03:40:50	4622/4622	---M--	200	added ('OK')	image/webp	etag:%22120e-61544d70d9123%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/polytechnic-university-of-the-philippines-logo.webp	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/polytechnic-university-of-the-philippines-logo.webp	(from http://markdionniebulingit.test/)
03:40:50	181773/181773	---M--	200	added ('OK')	image/png	etag:%222c60d-61544d6e7cc8e%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/national-brokers-network-real-estate-listing-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/national-brokers-network-real-estate-listing-website.png	(from http://markdionniebulingit.test/)
03:40:51	19786/19786	---M--	200	added ('OK')	image/jpeg	etag:%224d4a-61544d7158831%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/rino-de-boer-living-with-pixels-elementor.jpg	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/rino-de-boer-living-with-pixels-elementor.jpg	(from http://markdionniebulingit.test/)
03:40:51	11363/11363	---M--	200	added ('OK')	image/jpeg	etag:%222c63-61544d705868b%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/paul-c-wptuts.jpg	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/paul-c-wptuts.jpg	(from http://markdionniebulingit.test/)
03:40:51	44743/44743	---M--	200	added ('OK')	image/png	etag:%22aec7-61544d6fc4f29%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/pasig-city-logo.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/pasig-city-logo.png	(from http://markdionniebulingit.test/)
03:40:51	3358/3358	---M--	200	added ('OK')	image/webp	etag:%22d1e-61544d6751f2d%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/dane-mackier-cross-platform-app-development-filledstacks.webp	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/dane-mackier-cross-platform-app-development-filledstacks.webp	(from http://markdionniebulingit.test/)
03:40:51	16279/16279	---M--	200	added ('OK')	image/jpeg	etag:%223f97-61544d661d1c5%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/ali-alaa-wordpress-theme-development.jpg	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/ali-alaa-wordpress-theme-development.jpg	(from http://markdionniebulingit.test/)
03:40:51	2937/2937	---M--	200	added ('OK')	application/javascript	etag:%22b79-61508235da966%22	http://markdionniebulingit.test/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.0.1	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/themes/hello-elementor/assets/js/hello-frontend.min41fe.js	(from http://markdionniebulingit.test/)
03:40:51	238147/238147	---M--	200	added ('OK')	image/png	etag:%223a243-61544d729142e%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/the-melanesian-hotel-booking-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/the-melanesian-hotel-booking-website.png	(from http://markdionniebulingit.test/)
03:40:51	5520/5520	---M--	200	added ('OK')	application/javascript	etag:%221590-602a9bd204080%22	http://markdionniebulingit.test/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-includes/js/imagesloaded.minbb93.js	(from http://markdionniebulingit.test/)
03:40:51	5825/5825	---M--	200	added ('OK')	application/javascript	etag:%2216c1-6150836281f56%22	http://markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.20.0	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.minc226.js	(from http://markdionniebulingit.test/)
03:40:52	201020/201020	---M--	200	added ('OK')	image/png	etag:%223113c-61544d69a95ba%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/evantra-energy-saving-techonology-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/evantra-energy-saving-techonology-website.png	(from http://markdionniebulingit.test/)
03:40:52	4997/4997	---M--	200	added ('OK')	application/javascript	etag:%221385-6150824448dbd%22	http://markdionniebulingit.test/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.20.3	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor/assets/js/webpack.runtime.mince8e.js	(from http://markdionniebulingit.test/)
03:40:52	267376/267376	---M--	200	added ('OK')	image/png	etag:%2241470-61544d6dd1274%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/mjd-homes-construction-website.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/mjd-homes-construction-website.png	(from http://markdionniebulingit.test/)
03:40:52	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-5fdabee5f2100%22	http://markdionniebulingit.test/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://markdionniebulingit.test/)
03:40:53	8171/8171	---M--	200	added ('OK')	application/javascript	etag:%221feb-5f287f2e2a640%22	http://markdionniebulingit.test/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from http://markdionniebulingit.test/)
03:40:53	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2215601-603fed35e19c0%22	http://markdionniebulingit.test/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-includes/js/jquery/jquery.minf43b.js	(from http://markdionniebulingit.test/)
03:40:53	6625/6625	---M--	200	added ('OK')	application/javascript	etag:%2219e1-605bb4a4f5400%22	http://markdionniebulingit.test/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from http://markdionniebulingit.test/)
03:40:53	60168/60168	---M--	200	added ('OK')	application/javascript	etag:%22eb08-6150824439f36%22	http://markdionniebulingit.test/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.20.3	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor/assets/js/frontend-modules.mince8e.js	(from http://markdionniebulingit.test/)
03:40:53	4307/4307	---M--	200	added ('OK')	application/javascript	etag:%2210d3-615264f5fba81%22	http://markdionniebulingit.test/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-includes/js/dist/hooks.min2757.js	(from http://markdionniebulingit.test/)
03:40:53	38590/38590	---M--	200	added ('OK')	application/javascript	etag:%2296be-615264f602011%22	http://markdionniebulingit.test/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://markdionniebulingit.test/)
03:40:54	9141/9141	---M--	200	added ('OK')	application/javascript	etag:%2223b5-615264f5fbe69%22	http://markdionniebulingit.test/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-includes/js/dist/i18n.minc33c.js	(from http://markdionniebulingit.test/)
03:40:54	438968/438968	---M--	200	added ('OK')	image/png	etag:%226b2b8-6155c00e44b89%22	http://markdionniebulingit.test/wp-content/uploads/2024/04/digicard-digital-card-for-businesses-made-with-flutter-1024x517.png	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/uploads/2024/04/digicard-digital-card-for-businesses-made-with-flutter-1024x517.png	(from http://markdionniebulingit.test/)
03:40:54	25066/25066	---M--	200	added ('OK')	application/javascript	etag:%2261ea-615083627fc31%22	http://markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.20.0	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/js/frontend.minc226.js	(from http://markdionniebulingit.test/)
03:40:54	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-615082445aae5%22	http://markdionniebulingit.test/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://markdionniebulingit.test/)
03:40:54	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%2253be-5f3ba2adac400%22	http://markdionniebulingit.test/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-includes/js/jquery/ui/core.min3f14.js	(from http://markdionniebulingit.test/)
03:40:54	40306/40306	---M--	200	added ('OK')	application/javascript	etag:%229d72-6150824439b4f%22	http://markdionniebulingit.test/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.20.3	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor/assets/js/frontend.mince8e.js	(from http://markdionniebulingit.test/)
03:40:55	38247/38247	---M--	200	added ('OK')	application/javascript	etag:%229567-615083627b9c4%22	http://markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.20.0	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/js/elements-handlers.minc226.js	(from http://markdionniebulingit.test/)
03:40:55	3721/3721	---M--	200	added ('OK')	application/javascript	etag:%22e89-615083628792e%22	http://markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.20.0	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.minc226.js	(from http://markdionniebulingit.test/)
03:40:55	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2005%20Apr%202024%2019:40:55%20GMT	https://fonts.googleapis.com/robots.txt		(from http://markdionniebulingit.test/)
03:40:56	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Apr%202024%2019:40:55%20GMT	https://fonts.gstatic.com/robots.txt		(from http://markdionniebulingit.test/)
03:40:56	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2005%20Apr%202024%2019:40:56%20GMT	http://markdionniebulingit.test/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.20.3	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mince8e.js	(from http://markdionniebulingit.test/)
03:40:57	246654/-1	---M--	200	added ('OK')	application/json	date:Fri,%2005%20Apr%202024%2019:40:56%20GMT	http://markdionniebulingit.test/wp-json/	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-json/index.html	(from http://markdionniebulingit.test/)
03:40:57	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2005%20Apr%202024%2019:40:56%20GMT	http://markdionniebulingit.test/xmlrpc.php?rsd	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/xmlrpc0db0.php	(from http://markdionniebulingit.test/)
03:40:57	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2005%20Apr%202024%2019:40:57%20GMT	http://markdionniebulingit.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmarkdionniebulingit.test%2F	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-json/oembed/1.0/embed7ae3.json	(from http://markdionniebulingit.test/)
03:40:58	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2005%20Apr%202024%2019:40:57%20GMT	http://markdionniebulingit.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmarkdionniebulingit.test%2F&format=xml	C:/My%20Web%20Sites/markdionniebulingit/markdionniebulingit.test/wp-json/oembed/1.0/embedcc9d	(from http://markdionniebulingit.test/)
